categoria,tema,fuente,encabezado,texto
0,política,criterio universal,exhiben pacto duarte morena,exhiben pacto duarte morena desnudan a rocio nahle en pacto duarte morena videos en poder de la pgr exhiben ademas a la candidata al gobierno del estado de mexico delfina gomez cuitlahuac garcia jimenez y a ricardo monrreal el ex gobernador javier duarte entrego number millones de pesos al candidato de morena al gobierno de veracruz cuitlahuac garcia jimenez en tres entregas entre abril y mayo de number asi lo prueban videos que obran en poder de la pgr y al que este semanario tuvo acceso las entregas fueron parte de un acuerdo negociado entre duarte y morena en marzo y abril del ano pasado en el que intervinieron la esposa del entonces gobernador karime macias su prima corsica ramirez tubilla el hoy diputado federal alberto silva ramos el delegado en cuauhtemoc ricardo monreal la diputada morenista rocio nahle y horacio duarte presidente de morena en el estado de mexico consultado sobre este flujo de recursos antes de la publicacion de este reportaje andres manuel lopez obrador declino hacer comentario alguno las entregas de dinero en efectivo se hicieron en la residencia oficial del entonces gobernador de veracruz javier duarte llamada casa veracruz las noches del domingo number de abril el viernes number de mayo y el lunes number de mayo en esas ocasiones se escucha la voz de duarte decir a cuitlahuac garcia que ese dinero va para las estructuras a lo que el candidato de morena le responde tener garantizados number mil votos en las tres reuniones mencionadas solo se encontraron javier duarte cuitlahuac garcia y un tercer personaje identificado como gabriel deantes considerado el enlace entre el gobernador de veracruz y morena este que hoy se encuentra vinculado a proceso por el delito de peculado habia sido secretario del trabajo y subsecretario de finanzas del gobierno de veracruz presumiblemente los doscientos millones de pesos fueron producto de una negociacion entre duarte y la cupula de morena para frenar el crecimiento de miguel angel yunes hoy gobernador del estado quien fue el candidato de la alianza pan prd de acuerdo a fuentes cercanas a las negociaciones cuya identidad se reserva los primeros contactos habrian tenido lugar a finales de marzo despues de que el candidato priista hector yunes landa realizara fuertes criticas a la labor del gobierno de duarte de ochoa fue en ese momento cuando el ex mandatario estatal encargo a deantes realizar gestiones urgentes e inmediatas para apoyar a morena y crecer siempre y cuando frenaran a miguel angel yunes el gobernador duarte tenia la conviccion de que su suerte estaba echada si triunfaba el pan y le inquietaba tambien la posibilidad de un triunfo de su propio partido pues tenia una muy mala relacion con el candidato hector yunes pero ademas y mas importante con manlio fabio beltrones confio uno de los testigos de las negociaciones fue ahi en esos momentos cuando decidio buscar un acercamiento a morena los contactos la negociacion de gabriel deantes se llevo en dos niveles uno con la dirigencia local pero tambien con el primer circulo de lopez obrador en el df que incluia a ricardo monreal a rocio nahle coordinadora de los diputados federales de morena y a horacio duarte hoy presidente de morena en edomex mismo que participo en la eleccion veracruzana como delegado junto con la actual candidata a la gubernatura de ese estado la maestra delfina gomez el acuerdo inicial no se circunscribio solo al dinero sino que se acordaron diversos puntos de caracter politico entrega de distritos operacion en demarcaciones claves apertura de medios y una campana en redes sociales este primer acuerdo fue palomeado por el circulo de morena en el df y ratificado en mensajes cifrados por andres manuel lopez obrador el number de abril de ese ano en una gira por veracruz el lider de morena grabo un video en donde se lanzaba contra miguel angel yunes denunciaba la participacion de su hijo omar en los llamados papeles panama declarando que tenia una mansion que no la tiene ni obama esa fue la luz verde al acuerdo operacion no obstante de ultimo minuto el acuerdo se rompio se informo a deantes que dado el desfonde del candidato del pri y la ventaja de mas de number puntos que las encuestas concedian a yunes linares se debia considerar un apoyo en metalico para engrasar la operacion de la maquinaria morenista pretension number millones de pesos eso era de acuerdo a las fuentes consultadas que tuvieron acceso a la negociacion mas no a la entrega de recursos number millones de pesos mas que lo originalmente se habia negociado finalmente el acuerdo se cerro en number millones de pesos la entrega se pacto seria en ministraciones y se entregaria solamente al candidato en persona cuitlahuac garcia jimenez javier duarte puso responsables en cada parte del acuerdo la mediatica estaria a cargo del diputado federal entonces con licencia alberto silva ramos la operacion politica y financiera estaria a cargo de gabriel deantes y la campana digital seria encomendada a corsica ramirez tubilla prima hermana de su esposa karime macias de duarte corsica a su vez encargo la campana a la empresa boton rojo del sonorense sergio zaragoza deantes dispuso que varios alcaldes priistas traicionaran al partido para que dirigieran votos a morena particularmente en el sur del estado xalapa la capital y notablemente en la ciudad de orizaba lopez obrador volvio a embestir en contra de yunes dijo a finales de abril que yunes linares era peor que duarte toda la noche dias despues la noche del number de mayo duarte hizo una primera entrega personalmente a cuitlahuac garcia lo recibio en una pequena oficina que tenia en casa veracruz en el video se ve que le da una maleta y le pide revisarla cuitlahuac la abre y observa el contenido que no es distinguible en el video cuentalo si gustas sugiere duarte me pasaria toda la noche revira el morenista todos rien y se despiden el encuentro dura number minutos la segunda entrega es de acuerdo al video el number de mayo a las number number horas el audio se ha danado y es practicamente ininteligible esta vez son tres grandes maletas que igual numero de hombres presumiblemente escoltas de duarte sacan de una elegante estancia de la propia residencia oficial el ultimo video data del number de mayo a las number number pm esta vez la reunion se acompana de una cena solo los tres deantes duarte y garcia jimenez hacen un repaso de diversos distritos hablan de muchos personajes por zonas a menudo se refieren con apodos a las personas que seran tocadas por los recursos que entrega duarte a morena cuitlahuac le dice a duarte que necesitan mas medios para el cierre duarte le dice que no hay problema lo vera con silva dice pero recomienda ya el aire dio lo que podia lo que te llevas va para estructuras todito garcia coincide se compromete number mil votos se despiden pasadas la media noche en el umbral de la puerta se oye la despedida del gobernador chillona y estridente la voz tras el abrazo al aliado ora en vez de contarlo pesalo sellan el pacto con una carcajada
1,política,excelsior,quiere convertir amlo a los pinos en complejo cultural,quiere convertir amlo a los pinos en complejo cultural la residencia que ha albergado a number presidentes podria convertirse en una sala de conciertos cine o biblioteca de ganar lopez obrador las elecciones el candidato a la presidencia de mexico por la coalicion juntos haremos historia andres manuel lopez obrador lanzo una convocatoria para decidir en que se convertira la residencia oficial de los pinos en caso de que gane la presidencia en las elecciones del proximo number de julio su coordinadora de campana tatiana clouthier publico en su cuenta de twitter un video de corta duracion con el hashtag todossomoslospinos donde explica a la ciudadania las posibles opciones de transformar la actual casa presidencial en un cine para ninos un espacio de diversidad una coleccion de patrimonio cultural vivo o una biblioteca a traves de la pagina url los interesados podran opinar acerca del futuro del espacio de number hectareas el cual se convertiria en el complejo cultural mas grande del mundo el tabasqueno ha declarado en diversas ocasiones que en caso de ganar la presidencia su domicilio seria en palacio nacional ubicado en el centro de la ciudad y no en los pinos que se encuentra en san miguel chapultepec i seccion la casa de gobierno esta asentada en lo que fue el rancho la hormiga que originalmente albergaba dos casas una de ellas tipo chalet ingles actualmente llamada lazaro cardenas a la cual llego a vivir el ex presidente lazaro cardenas por primera vez en number despues de hacerle adecuaciones a la propiedad y de cambiarle el nombre por el de los pinos en memoria del nombre que tenia una huerta cercana a tacambaro michoacan donde conocio a su esposa amalia solorzano
0,política,el ruinaversal,confirmado pan lanzara a una actriz de televisa para contender por la presidencia,confirmado pan lanzara a una actriz de televisa para contender por la presidencia mexico el presidente nacional del partido accion nacional pan ricardo anaya cortes confirmo que se encuentra en platicas con varias actrices de televisa para escoger a una candidata que represente a su partido en las proximas elecciones presidenciales del number anaya y los integrantes del pan se percataron de que la estrategia mercadologica de lanzar a un presidente que tenga como novia a una actriz famosa resulta irresistible para el publico es por eso que optaron no por lanzar a un politico con una pareja famosa sino a una famosa directamente nosotros tambien nos sorprendimos cuando pena nieto gano la presidencia y seguimos igual de sorprendidos de saber que la gente apoya a manuel velasco solo porque anda con anahi a simple vista parece descabellada esta estrategia pero pensandolo bien el publico confia mucho mas en una figura publica decidimos seguir con la linea de lanzar a una mujer candidata como lo hicimos la pasada eleccion con josefina vazquez mota solo que esta vez nuestra representante sera una actriz de televisa dijo anaya menciona que el pueblo confia ciegamente en las actrices ya que son un ejemplo de lucha y perseverancia si el pueblo quiere a alguien famoso se lo vamos a dar estoy seguro de que la gente le brindara su voto a una mujer que conocen perfectamente gracias a las novelas y programas bien dice el dicho mas vale malo conocido que bueno por conocer estamos seguros que una figura publica permitira que la gente vuelva a confiar en nuestro partido que muchos en su momento criticaron pero que ahora suplican que retorne al poder porque aunque cometimos muchos errores no eramos tan malos como el pri senalo cortes adelanto que ya le hicieron casting a varias actrices pero las audiciones continuaran realizandose durante todo este ano ya platicamos con rebeca jones victoria ruffo erika buenfil adela noriega y muchas otras queremos a una actriz madura pero no de la tercera edad que sea exitosa y por supuesto que sepa de politica elegiremos a la mas preparada no vamos a lanzar a una actriz asi porque si tendra que demostrarnos que tiene las bases que se requieren para gobernar el pais y sacarlo adelante confeso por ultimo ricardo senalo no esta preocupado por quedarse fuera de la contienda electoral ya que representara al frente amplio yo sere el presidenciable del frente amplio que es la alianza del pan prd movimiento ciudadano el de la cancion del nino jijiji menciono anaya en uno de sus comentarios fuera de lugar para caer bien el frente ciudadano es una institucion y los number partidos por separado son otras por lo que el movimiento ciudadano y prd tendran sus propios candidatos a la presidencia asi como el pan que sera la famosa que lancemos igual si gana el pan no me quedare fuera de la politica porque el acuerdo sera que me casare con la ganadora para ser el primer damo de mexico que en estos tiempos es casi como ser presidente puntualizo
1,política,cnnespanol,podria rusia interferir en las elecciones mexicanas,podria rusia interferir en las elecciones mexicanas h r mcmaster dijo en diciembre ya se han visto senales iniciales de ello refiriendose a la injerencia rusa en la campana presidencial mexicana segun manuel cossio manuel lopez obrador es el mas mencionado por los bots rusos manuel lopez obrador ha negado la injerencia rusa en las elecciones cnn espanol ya han pasado number meses desde que donald trump tomara el poder el number de enero de number sin embargo el tema de la injerencia rusa en las elecciones presidenciales en estados unidos todavia es portada en los principales diarios las elecciones por la presidencia de mexico se realizaran el number de julio y la pregunta que muchos se hacen es podria rusia interferir en las elecciones mexicanas fue el number de diciembre y frente a la fundacion jamestown cuando h r mcmaster el entonces asesor de seguridad nacional del presidente trump dijo ya se han visto senales iniciales de ello refiriendose a la injerencia rusa en la campana presidencial mexicana a pesar de los comentarios de h r mcmaster a principios de ano el vocero del gobierno de la republica mexicana eduardo sanchez aseguro en conferencia de prensa que no hay evidencia de interferencia rusa en mexico en noviembre y frente a serguei lavrov ministros de asuntos exteriores de rusia el titular de la secretaria de relaciones exteriores luis videgaray dijo que el gobierno mexicano no tiene ninguna evidencia que valide esta hipotesis refiriendose a la posibilidad de que rusia este interfiriendo con la eleccion mexicana rusia ha negado constantemente las acusaciones de que interfiere las elecciones de otros paises segun manuel cossio cuya empresa radar digital realiza analisis de redes sociales para politicos y empresarios el candidato por el partido morena manuel lopez obrador es el mas mencionado por los bots rusos utilizando netbase una herramienta digital de analisis cossio asegura que en un periodo de number dias desde el number de abril hasta el number de mayo y analizando twitter facebook instagram youtube tumblr y cualquier otro portal de noticias que permita la interaccion de sus usuarios el candidato lopez obrador ha sido mencionado en mas de number millones de publicaciones que se originaron fuera del territorio mexicano de estas publicaciones que la herramienta analizo number de ellas provienen de rusia y number se originan en ucrania manuel lopez obrador ha negado la injerencia rusa en las elecciones e incluso publico el number de enero este video en twitter burlandose de las alegaciones dice ya no soy peje ahora soy andres manuelovich ya no soy peje ahora soy andresmanuelovich url andres manuel lopezobrador_ january number number fuentes del comite ejecutivo nacional de morena dijeron a cnn en espanol que no tienen ninguna relacion con los comentarios en redes sociales que menciona cossio en la entrevista con fernando del rincon segun las autoridades electorales mexicanas no han advertido ningun intento de injerencia en las elecciones presidenciales del proximo primero de julio por parte de un pais extranjero sin embargo aseguran estar tomando medidas ante un posible ataque informatico lo que siempre se realiza en el instituto en los procesos electorales es establecer todos los mecanismos y todas las medidas necesarias para generar una seguridad en nuestros sistemas en un primer momento para que podamos tener todas las herramientas incluso con apoyo de experto en esta materia de blindaje dijo pamela san martin consejera electoral del instituto electoral de mexico ine
1,política,el universal,debemos jalar todos parejo cienfuegos,debemos jalar todos parejo cienfuegos el presidente enrique pena nieto sentencio que el gobierno federal y las fuerzas armadas se mantendran en chiapas y oaxaca entidades afectadas por el terremoto del pasado number de septiembre que dejo number mil damnificados y afecto a number millones de personas hasta lograr que esten de pie en la comida que ofrecio la secretaria de la defensa nacional a soldados pilotos y marinos que participaron en el desfile militar de ayer el mandatario subrayo que las fuerzas armadas historicamente han trabajado a favor de las grandes causas del pais sobre todo para apoyar de manera muy solidaria a las familias que mas lo han necesitado en momentos muy dificiles en donde la fuerza de la naturaleza se ha dejado sentir sea por contingencias climatologicas sea por sismos como el que ultimamente resentimos el pasado number de septiembre dijo en el campo militar numero number el jefe del ejecutivo reconocio la labor del ejercito fuerzas aerea y marina armada por su inmediata y oportuna presencia en chiapas y oaxaca las principales afectadas por el sismo del number de septiembre pasado tras recordar que en las visitas que ha realizado durante la ultima semana a estas dos entidades ha constatado la presencia comprometida de los militares en respaldo de la poblacion afectada en nombre de todas ellas expreso a ustedes gratitud y reconocimiento por su entrega en favor de apoyo a quienes mas lo necesitan hizo notar que durante el desfile militar que se realizo como parte de los festejos por el number aniversario de la independencia nacional el contingente que integra el plan dn iii y el plan marina que estan insertos dentro del plan mx de proteccion civil no estuvieron presentes porque lo estan donde deben de estarlo con las familias que lo necesitan destaco que hoy nos aprestamos para hacer entre todos que converja en lo que sera la reconstruccion de la vivienda y del patrimonio que perdieron muchas familias en estas dos entidades y reactivar tambien la actividad economica en estos dos estados y habremos de permanecer ahi hasta que logremos realmente que las zonas afectadas nuevamente esten de pie tras destacar su carino y admiracion por las fuerzas castrenses del pais el presidente recordo que hace tres anos al participar por primera vez sin previo aviso en esta comida el secretario de la defensa nacional salvador cienfuegos dijo que los acalambro al llegar al convivio esta palabra que entiendo que es una palabra comun en los terminos militares si los acalambre y ya desde entonces deje de acalambrarlos porque ya para mi resulta algo bien de privilegio y de orgullo poderme encontrar con ustedes me siento muy cercano a nuestras fuerzas armadas desde que asumi la presidencia de la republica y asi hemos actuado en congruencia apoyando el esfuerzo que tienen las instituciones armadas son muchos los retos en su intervencion el general cienfuegos enfatizo que el presidente de la republica ha sido muy puntual al expresar que son muchos los retos que enfrentamos y es desde la corresponsabilidad que debemos de actuar en un pais tan vasto y plural como el nuestro los esfuerzos aislados resultan insuficientes tenemos que jalar todos parejo puso enfasis en que las fuerzas armadas seguiremos jalando parejo con el presidente de la republica con las instituciones y con los mexicanos porque unidos todos jalando parejo somos la gran fuerza que sacara adelante al pais destaco que muchos de los contingentes participantes en el desfile saldran este domingo para incorporarse a sus unidades y posteriormente a las actividades de recuperacion de las zonas afectadas por el sismo en los estados de chiapas y oaxaca
0,política,el dizque,epn afirma amlo ganara las elecciones presidenciales de number,epn afirma amlo ganara las elecciones presidenciales de number el licenciado andres manuel lopez obrador sera el ganador de las elecciones presidenciales en number las tendencias son irreversibles y creo que no hay nada que pueda hacerse para evitarlo asi de tajantes fueron las declaraciones del presidente y afirmo no se trata solo de encuestas es un sentir popular y ni modo creo que ya le toca ganar de inmediato las reacciones no se hicieron esperar y una discusion comenzo pero el arbitro puso orden y declaro el final del primer tiempo asi don evaristo perez napanga mejor conocido como el epn quien es presidente del equipo de los abejorros ayocoteros de la pensil dejo su puesto como guardameta y pudo seguir platicando con este reportero me cai que ahora si le van a valer la victoria ya estuvo suave dijo convencido don epn se tomo una cerveza para recuperar fuerzas y estar con todo para el segundo tiempo de mi se acuerda usted senor de el que lopez obrador va a ganar comenzo el segundo tiempo y cuando todo parecia perdido para los abejorros ayocoteros las cosas empeoraron cuando vimos una estupenda jugada de higinio ocana quien se quito dos defensas y mando pase a victor gallego lugo este aprovechando una distraccion conseguida por el moreno olmedo hizo llegar la bola al kikin romero quien hasta el zapato perdio al rematar de cabeza y anotar el gol definitivo en el minuto number don evaristo nada pudo hacer para atajar el canonazo marcador final los imperiales de tacuba number los abejorros ayocoteros de la pensil number en la cancha llanera martires del cruz azul
0,política,hay noticia,donald trump felicito a felipe vi por la victoria de mexico ante alemania,donald trump felicito a felipe vi por la victoria de mexico ante alemania el presidente de estados unidos donald trump recibio ayer a los reyes de espana dona leticia y don felipe en la casa blanca durante la recepcion trump felicito al rey por la victoria de mexico ante alemaniaen el mundial de futbol que esta teniendo celebracion en rusia felipe le explico al presidente de estados unidos que a pesar de estar contento con la victoria de mexico su pais tambien estaba en el mundial y por lo tanto su equipo favorito era espana a lo que el presidente contesto pero espana esta en mexico no finalmente el encargado de protocolo de la casa blanca fue el que tuvo que explicar al presidente trump que espana era un pais europeo que nada tiene que ver con mexico donald trump mostro a los reyes felipe y leticia su deseo de visitar espana lo antes posible ya que segun el es muy fan de los burritos las enchiladas y le encanta la cultura espanola como los mariachis
0,política,el ruinaversal,presidente del number se elegira mediante un colegio electoral como en eu y ya no por voto directo de los ciudadanos,presidente del number se elegira mediante un colegio electoral como en eu y ya no por voto directo de los ciudadanos mexico el presidente del instituto nacional electoral ine lorenzo cordova cito a los medios a una conferencia para informar que a partir de las elecciones del number el presidente de la republica se elegira mediante un colegio electoral como ocurre en estados unidos y ya no mediante el voto directo de los ciudadanos lorenzo senala que este metodo de elecciones evita que ocurran malinterpretaciones politicas ademas de que le da oportunidad a presidenciables no tan populares y candidatos independientes de poder obtener la silla presidencial las recientes elecciones de estados unidos han sido de las mas polemicas en la historia principalmente porque la gente no entendia porque habia ganado donald trump si hillary clinton se colocaba como favorita en las encuestas el metodo de escoger al presidente mediante un colegio electoral causo mucha controversia la gente de otros paises desconocia que los estadounidenses no votan directamente por el candidato que apoyan sino que se ven obligados a escoger a un habitante de su entidad para que los represente en el colegio electoral y es finalmente ese pequeno grupo de personas quienes eligen al ganador el colegio de eu lo integran cerca de number personas y mas o menos esa sera la cantidad de representantes que integrara el colegio de mexico cordova senala que como ocurre en eu la cantidad de representantes de cada estado sera de acuerdo a su numero de poblacion entre mas poblacion tenga una entidad mas representantes tendra es decir el estado de mexico que es el que mas poblacion tiene number millones tendra aproximadamente number representantes mientras que colima que solo tiene poco mas de number ciudadanos contara con solo number representantes el titular senala que sera en el number cuando cualquier ciudadano podra registre ante el ine para postularse como candidato para representar a su estado en el colegio electoral cualquier ciudadano mayor de number anos podra postularse posteriormente la ciudadania votara por quienes seran los ciudadanos que representaran a su estado y finalmente este pequeno grupo sera quien tendra el poder de elegir al ganador al final seran solo number votos son los que decidiran que candidato obtiene la silla presidencial y ya no tendremos que contar millones como normalmente ocurre por su parte un experto en politica sugirio a los ciudadanos analizar a que persona le daran su voto para que los representen en el colegio electoral si usted simpatiza con el pri le recomendamos elegir a un ciudadanos viejo corrupto y ladron para que lo represente si simpatiza con el pan vote por alguien borracho o un millennial ya que ellos consideran que calderon es el mejor presidente que ha tenido mexico si quiere que gane amlo escoja a un chairo que suene con vivir del erario sin trabajar y asi sucesivamente analice el perfil de cada persona que se postule para representarlo en el colegio ya que ellos votaran por el candidato que mas se identifique y asi habra mas posibilidades que el partido de su preferencia obtenga el triunfo puntualizo
0,política,modo noticia,prohiben salida del pais y embargan a angelica rivera los bienes obtenidos hasta ahora,prohiben salida del pais y embargan a angelica rivera los bienes obtenidos hasta ahora angelica rivera ha sido acusada de asociacion ilicita y lavado de activos con embargo de bienes y prohibicion de salir del pais y quedo judicialmente cercada el juez ha cargo ademas de imputarla por corrupcion durante el mandato de su esposo enrique pena nieto ordeno un embargo por number millones de dolares el magistrado tambien prohibio la salida del pais de todos los procesados entre los que se incluyen ademas de angelica rivera a tres empresarios preciso el centro de informacion judicial de acuerdo con la resolucion rivera fue procesada como autora penalmente responsable de los delitos de asociacion ilicita como jefe en forma real con el delito de lavado de activos de origen ilicito agravado por su habitualidad y de negociaciones incompatibles por ser esposa del presidente
1,política,milenio,amlo si militaba en el pri durante elecciones del number,amlo si militaba en el pri durante elecciones del number en el primer debate presidencial el candidato de la coalicion por mexico al frente ricardo anaya senalo que su oponente andres manuel lopez obrador militaba en el partido revolucionario institucional pri cuando tuvo lugar la eleccion del number de julio de number en la que carlos salinas de gortari resulto electo en medio de fuertes acusaciones de fraude electoral contra el candidato de la oposicion cuauhtemoc cardenas despues de la matanza de estudiantes de number y despues de la matanza del jueves de corpus del number a que partido decidiste afiliarte al pri porque ahi estaba el poder fuiste presidente del pri en el estado de tabasco carlos salinas de gortari es el jefe de la mafia del poder pero en que partido militabas tu cuando fue candidato a presidente de la republica en el number en el pri dijo anaya al candidato de juntos haremos historia tras el debate en redes sociales se genero una discusion sobre la acusacion de anaya la coordinadora de campana de lopez obrador tatiana clouthier preciso en un tuit en el debate anaya dijo que en number andres manuel pertenecia al pri y apoyo a salinas es otra mentira en number andres manuel lopez obrador fue candidato de oposicion por el frente democratico nacional a la gubernatura de tabasco otra mentira mas al mensaje de clouthier respondio el exdiputado perredista y actual candidato fernando belauzaran les demuestro a los seguidores de lopezobrador_ que este renuncio al pri y se sumo al frente democratico nacional despues de la eleccion del number de julio de number cuando el fraude el era todavia priista mi fuente es cuauhtemoc cardenas pero ni asi lo aceptan pinche fanatismo en realidad tatiana clouthier dio un dato incorrecto la renuncia de lopez obrador es posterior a la eleccion presidencial si pertenecia al pri el equipo de verificado number corroboro que el dato expresado por anaya es correcto lopez obrador militaba en el pri y renuncio a ese partido hasta despues de la eleccion presidencial de number el gobernador graco ramirez quien invito a lopez obrador a sumarse al frente democratico nacional narra a verificado number que en la eleccion presidencial de number andres manuel lopez obrador estaba en el pri no tuvo una participacion activa en la campana de carlos salinas de gortari pero si militaba vivia en el df y era funcionario del instituto nacional del consumidor el gobernador de morelos dice que invito a lopez obrador a romper con el pri despues de la eleccion presidencial de number un mes despues de la eleccion nos vimos en un restaurante que se llamaba bentley que estaba en la calle barranca del muerto despues tuvo una reunion con cuauhtemoc cardenas ellos no se conocian ese fue su primer encuentro un mes despues fue postulado por el frente cardenista y empezo su militancia en lo que despues seria el prd en eso coincide el excandidato cuauhtemoc cardenas quien en su libro sobre mis pasos escribe lo siguiente hacia finales de julio no tengo clara la fecha me reuni en la oficina de andes con graco ramirez que me habia anunciado iria acompanado de andres manuel lopez obrador joven dirigente del pri en su estado y mas adelante anade la impresion que tuve de aquellos dos primeros y breves encuentros fue la de un joven despierto conocedor de su estado quien a pesar de que aun militaba en el partido oficial reflejaba una vision progresista y coincidente con nuestra lucha lopez obrador asegura en su pagina web que se unio a la corriente democratica una fraccion del pri nacida antes de la eleccion presidencial de number y que era liderada por cuauhtemoc cardenas y porfirio munoz ledo pero no precisa la fecha de su adhesion cardenas en su libro no ofrece ningun dato que avale que lopez obrador en efecto haya apoyado a la corriente democratica antes de la eleccion presidencial y graco ramirez niega que sea cierto la semblanza de lopez obrador no dice nada de la campana presidencial cuando tanto salinas como cardenas fueron candidatos y salta a agosto de ese ano cuando es postulado candidato a gobernador de tabasco por el fdn no menciona tampoco que el tabasqueno no renuncio al pri cuando cardenas y munoz ledo salieron de ese partido para fundar el fdn en realidad su semblanza no hace ninguna otra referencia a la campana presidencial por el otro lado el libro del periodista jaime aviles amlo vida privada de un hombre publico senala el number de julio el lopez obrador y rocio su primera esposa votan por el frente democratico nacional fdn una semana despues cuauhtemoc cardenas habla con andres manuel y lo invita a ser candidato del fdn al gobierno de tabasco aviles relata que lopez obrador se fue de espaldas con la propuesta pues implicaba otra ruptura una nueva decision
0,política,el dizque,epn planea privatizar el aire durante el proximo partido de mexico,epn planea privatizar el aire durante el proximo partido de mexico fuentes muy confiables hicieron llegar a esta redaccion los detalles de un perfido plan por medio del cual el presidente enrique pena nieto cerrara un acuerdo con la empresa omni consumer products para privatizar el aire que se respira en las principales ciudades del pais de acuerdo a nuestras fuentes la presidencia de la republica aprovechara que la poblacion estara distraida con el juego de este sabado en contra de corea del sur para formalizar el contrato por el que la ciudadania tendra que pagar por los servicios de suministro y purificacion del aire y de no hacerlo la empresa podra cortar el acceso al mismo en los domicilios el vicepresidente de esta empresa rick jones esta ya en nuestro pais y solo esta esperando el descuido de los ciudadanos para realizar la firma hasta ahora el acuerdo solo cubre las ciudades de mas de un millon de habitantes pero se espera que muy pronto se tenga la tecnologia disponible para controlar el number del territorio nacional del mismo modo se realizo un arreglo extraoficial con presidente moon jae in para que la seleccion coreana se deje ganar de forma que la euforia este garantizada por ello invitamos a la poblacion a ver el canal del congreso durante estas dos horas porque es un hecho comprobado que si lo estas observando ningun politico puede hacer una privatizacion
0,política,censura 0,amlo le responde a anaya por insultar a su esposa mi senora se respeta se canso,amlo le responde a anaya por insultar a su esposa mi senora se respeta se canso el lider del pan ricardo anaya exploto de ira y no dudo en comentar su opinion sobre la esposa del lider de morena y candidato presidencial para las elecciones del number andres manuel lopez obrador un testigo dio a conocer un audio en donde se le escucha hablar mal sobre amlo y su esposa asi como tambien sobre el partido de izquierda morena en dicho audio se oye lo siguiente a amlo y su partido lleno de oportunistas hay que detenerlos han llegado muy lejos hay que darle donde mas le duele y sacar los secretos de su esposa balbuceos si beatriz es una prostituta sin educacion risas es hora de ponerle fin a sus campana a tan polemicas declaraciones el lider de morena respondio es una falta de respeto que un hombre se exprese asi de una mujer a las mujeres se les debe respeto no se les toca ni con el petalo de una rosa y todavia hay quienes apoyan a este perdedor
1,política,el pais,el bronco propone un tribunal para mochar manos,el bronco propone un tribunal para mochar manos la corte seria independiente del tribunal superior de justicia y del presidente y se inspiraria en el modelo de singapur jaime rodriguez calderon alias el bronco candidato independiente a las proximas elecciones presidenciales del number de julio en mexico se mantiene en su linea de bravuconadas para combatir la violencia que azota el pais pero de nuevo un paso por delante despues de su polemica declaracion durante el primer debate presidencial celebrado el number de abril sobre que habria que mochar cortar las manos a los delincuentes este jueves ha anadido la propuesta de crear un tribunal de ciudadanos unico que vigile y ejerza las acciones legales pertinentes contra corruptos secuestradores violadores y narcotraficantes estos cuatro delitos merecen que exista un tribunal que no dependa del presidente sino que sea un tribunal de ciudadanos que justifique que vean y chequen para no cometer injusticias ha afirmado el exgobernador de nuevo leon planteando que es necesaria una reforma de la constitucion para su creacion en algunas de sus comparecencias ya habia amenazado con enviar una iniciativa al congreso de los diputados para que se debatiese esta medida el bronco ha hecho estas declaraciones que abririan el paso a una suerte de justicia popular durante una visita al mercado de garmendia en el centro de culiacan en el estado de sinaloa uno de los mas violentos del pais en su opinion los integrantes de esta nueva corte deberian estar capacitados para impartir la ley mocha manos y la pena de muerte y la institucion deberia ser independiente del tribunal superior de justicia que en sus palabras no ha prestado la suficiente atencion a los delitos de corrupcion el modelo de el bronco es singapur uno de los paises menos corruptos del mundo pero cuyo ferreo control de las libertades individuales le ha granjeado el apodo de la disneylandia con pena de muerte para el narcotrafico y el homicidio ademas de severos castigos para actos cotidianos como escupir en la calle o abrazarse este tiene que ser un tribunal parecido al que se puso en singapur que existe gente probada con experiencia en el tema de la aplicacion de la ley para que en ese medio podamos iniciar los procedimientos como existen los comites de la pena de muerte en estados unidos lo tenemos que hacer de manera profesional no con el higado en la mano ha asegurado el candidato una de las figuras mas polemicas de esta eleccion a la que concurre tras ser aceptado en una cuestionada decision del tribunal electoral pese a las numerosas irregularidades detectadas en la recogida de firmas para su candidatura todas las encuestas le dan entre un number y un number de intencion de voto muy alejado del resto de los aspirantes
0,política,el ruinaversal,ponen en libertad a javier duarte para integrarse al gabinete de meade,ponen en libertad a javier duarte para integrarse al gabinete de meade cdmx el presidente nacional del pri enrique ochoa reza informo en conferencia de prensa que desde que eligieron a jose antonio meade como candidato para contender por la presidencia de la republica representandolos rodearlo de un equipo de politicos honestos y de reputacion intachable como el ex secretario de educacion aurelio nuno el ex gobernador de michoacan salvador jara o el ex dirigente del estado de mexico eruviel avila nos percatamos que para complementar este gran equipo necesitabamos a un expertos que pudiera asegurar la participacion de uno de los sindicatos mas grandes del pais asi que me complace informar que decidimos otorgar el perdon a javier duarte para que sea el quien se una al gabinete de meade ya que ademas pondra de su bolsillo una generosa cantidad de dinero para financiar la campana todos merecemos una segunda oportunidad optamos por darle un nuevo voto de confianza por supuesto cuando salga estara vigilado en todo momento y ante cualquier anomalia o movimiento raro le retiraremos el perdon y lo regresaremos a la carcel finalmente somos humano y podemos otorgar una oportunidad a quienes se equivocaron duarte se encargara de administrar el dinero y los gastos de la campana y cuando meade sea presidente si todo sale bien y cumple su palabra de portarse bien lo pondremos al frente de alguna secretaria pues sabemos que es un buen elemento puntualizo
