Categoria,Tema,Fuente,Encabezado,Texto
verdadera,política,el universal,amlo recibe felicitaciones de mandatarios del mundo llama a estrechar lazos,amlo recibe felicitaciones de mandatarios del mundo llama a estrechar lazos andres manuel lopez obrador recibio esta manana llamadas telefonicas de diversos mandatarios del mundo que lo felicitaron y a quienes reconocio su labor y llamo a estrechar lazos a nombre del pueblo de mexico lopez obrador agradecio los mensajes recibidos y la buena voluntad de las naciones mandatarios y organizaciones internacionales precisa un comunicado del area de prensa del tabasqueno el virtual ganador de las elecciones del domingo number de julio hablo con los presidentes de estados unidos donald trump costa rica carlos alvarado francia emmanuel macron guatemala jimmy morales con el primer ministro de canada justin trudeau argentina mauricio macri el salvador salvador sanchez ceren y de chile sebastian pinera en las comunicaciones el abanderado de la coalicion juntos haremos historia destaco el interes de mexico de convenir iniciativas de desarrollo con los mandatarios de el salvador y guatemala con el presidente de francia emmanuel macron destaco su actitud fraterna hacia mexico y su apoyo en la lucha que emprenderemos contra la corrupcion mientras que con mauricio macri presidente de argentina llamo a estrechar los lazos entre ambas naciones y con sebastian pinera de chile sobresalio la concordancia de fortalecer la alianza del pacifico conformada por chile colombia peru y mexico tambien ha registrado diversas comunicaciones a traves de redes sociales o boletines de prensa que lo felicitan por el triunfo entre ellos el presidente de bolivia evo morales de la republica popular china xi jinping lenin moreno presidente de ecuador y vladimir putin presidente de rusia
falsa,política,modo noticia,aristegui revela la verdadera nacionalidad de pena nieto esta es su acta de nacimiento nacio en,aristegui revela la verdadera nacionalidad de pena nieto esta es su acta de nacimiento nacio en la periodista mexicana carmen aristegui dio a conocer una noticia que tiene a todo mexico en conmocion y que ha causado gran impacto en las redes se trata de una de una entrevista que se filtro tuvo una conversacion con guillermo cochez lo que se revelo es de gran polemica el exembajador de panama ante la oea guillermo cochez asegura tener en su poder un registro civil expedido en ciudad de guatemala que confirmaria que el presidente mexicano habria nacido en este pais cochez pidio a las autoridades guatemalas que se pronuncien guillermo cochez conocido por ser un fuerte opositor del priismo asegura que encontro hace dos semanas el registro civil de nacimiento que demostraria que el presidente de mexico enrique pena nieto es guatemalteco con pruebas en mano aristegui hablo nacio en guatemala esta es su acta de nacimiento en la registraduria de ciudad de guatemala nacio enrique pena nieto el en mexico cuando tenia 11anos se registro como mexicano aseguro cochez tiene grupo sanguineo a dijo cochez aseguro que nacio durante unas largas vacaciones que se tomaron los padres en guatemala pero que a pocos meses de su nacimiento fue llevado a mexico
verdadera,política,forbes,elba esther gordillo bajo arresto domiciliario pero en polanco,elba esther gordillo bajo arresto domiciliario pero en polanco pgr tomo la decision tras casi cinco anos de su detencion en febrero de number acusada de fraude y lavado de dinero por mas de number millones de pesos elba esther gordillo fue trasladada a su domicilio en la colonia polanco durante la madrugada de este sabado luego de que le fuera otorgado este beneficio derivado de su edad y estado de salud despues de varias horas de espera la maestra fue subida a una ambulancia cerca de las number number de la madrugada de este sabado cubierta con una sabana para poder ser llevada a bordo de la unidad medica la tambien fundadora del partido nueva alianza panal no cumplio su condena en prision debido a que estuvo internada en la clinica del penal de tepepan por cuestiones de salud desde donde fue trasladada
falsa,política,el ruinaversal,epn lanza iniciativa de ley para permitir el sufragio efectivo si reeleccion,epn lanza iniciativa de ley para permitir el sufragio efectivo si reeleccion mexico en un intento mas por convertir a mexico en un pais primermundista el presidente de la republica enrique pena nieto anuncio que lanzara la iniciativa de promover la reeleccion que entraria en vigor antes de que finalice su mandato bajo el lema de sufragio efectivo si reeleccion basta de ser mediocres y conformistas si queremos ser un pais de primer mundo actuemos como tal copiemos lo mejor de la politica de los paises mas poderosos copiemos la reeleccion de estados unidos que es uno de los valores fundamentales que le ha dado triunfo a esa nacion menciono el presidente ademas de eu paises como argentina brasil colombia y venezuela entre otros permiten que sus gobernantes se reelijan si la propuesta de pena nieto entra en vigor se estipulara en el articulo number de la constitucion que el presidente podra reelegirse hasta por un lapso tope de number anos lo que equivaldria a number sexenios de mandato se acordaria ademas que el presidente en turno no seria reelegido solo si alguno de sus contrincantes presidenciales obtiene el number o mas de los votos del pueblo y en caso contrario el presidente actual continuaria en el poder no les da pena que mexico siga estancado en la epoca maderista a mi si y es porque me duele mexico que lanzo esta iniciativa porque es imposible que yo u otro presidente en number anos logre el cambio que tanto quieren entiendan number anos no es nada para todo lo que planeo hacer comento pena nieto enfatizo tambien en que los ciudadanos deben admirar el trabajo de barack obama que ha sido reelegido y las labores que ha podido realizar solo y debido a que el pueblo le brindo la oportunidad de volver a confiar en el con la reeleccion no solo saldriamos beneficiados con los cambios politicos que implementare tambien nuestra imagen en el mundo saldra favorecida recuerden que soy la cara de este pais una cara muy atractiva pero la juventud y belleza no son eternas hay que sacarle el mayor provecho posible a este rostro ahora que soy guapo y que nuestra nacion siga en el top ten de los presidentes mas hermosos senalo enrique
verdadera,política,la jornada,ministro israeli pide matar a palestinos que ataquen con cometas,ministro israeli pide matar a palestinos que ataquen con cometas manifestantes palestinos trasladan a un hombre herido durante los enfrentamientos con soldados israelies en la frontera entre gaza e israel este martes foto xinhua tel aviv el ministro israeli de seguridad publica gilad erdan llamo este lunes al asesinato selectivo de los palestinos que llevan semanas lanzando cometas incendiarias desde la franja de gaza contra territorio israeli espero que el ejercito israeli reaccione frente a quienes guian las cometas como haria con cualquier otro terrorista dijo los asesinatos selectivos del ejercito israeli deben dirigirse tambien a quienes envian las cometas anadio en las ultimas semanas los palestinos han lanzado unas number cometas con material incendiario de gaza a israel en el marco de las protestas que tienen lugar en la franja de gaza de ellas number fueron interceptadas como informo el ministerio de defensa israeli el resto desencadenaron number incendios que quemaron nueve kilometros cuadrados de superficie agricola y bosques causando danos que los medios calcularon en unos number millones de euros
verdadera,política,proceso,capturas de duarte y yarrington mensaje contra la impunidad pena,capturas de duarte y yarrington mensaje contra la impunidad pena una plenaria del corporativismo gremial antiguo enclave de la opulencia priista sirvio de escenario para el mensaje presidencial a proposito de sus companeros de partido los exgobernadores de tamaulipas tomas yarrington y el exmandatario de veracruz javier duarte de ochoa quienes quebrantan la ley deben responder por sus actos independientemente de lo que determine el poder judicial estas detenciones son un mensaje firme y contundente del estado mexicano contra la impunidad espeto el presidente enrique pena nieto en el acto de toma de nota al congreso del trabajo ct cuestionado el mismo y su circulo cercano especialmente tras la revelacion periodistica por la residencia de las lomas conocida como la casa blanca el mandatario federal aseguro que quienes trabajan en el servicio publico estan conscientes de la demanda de integridad probidad y honestidad la detencion de tomas yarrington realizada el domingo number en florencia italia asi como la de javier duarte ejecutada el sabado number en guatemala son las mas recientes acciones contra exgobernadores mexicanos acusados de corrupcion y saqueos millonarios al erario pena nieto no tuvo apariciones publicas por el periodo vacacional ni se habia referido a la detencion de sus ahora excompaneros de partido y aunque en el caso de yarrington su aprehension no fue producto de gestiones mexicanas sino estadunidenses pena nieto aprovecho para agradecer en los dos casos a las instituciones mexicanas y a las contrapartes internacionales con las que se habrian coordinado luego de explicitar su reconocimiento a las areas de inteligencia seguridad y procuracion de justicia pena nieto menciono que ademas de esas acciones se han impulsado leyes y nuevos marcos institucionales como el sistema nacional anticorrupcion asi aludiendo a las reformas legales expuso que la detencion de los exmandatarios estatales son avances y aseguro contar con el respaldo de millones de mexicanos que buscan vivir en un pais de leyes e instituciones de derechos y libertades de estado de derecho solido y eficaz
falsa,política,retroceso,cual es el interes de rusia de que amlo gane,cual es el interes de rusia de que amlo gane mex el interes de la union sovietica de que gane un candidato populista y de izquierda como lo es andres manuel lopez obrador es debido a la gran influencia que tiene con el pais de las barras y las estrellas es decir si ha mexico le va mal con amlo tambien pierde poder economico usa algo que es un tipo de preparacion para los proximos anos para que de inicio la tercera guerra mundial rusia vs usa el pleito de siempre esto ya esta cantado ahora intervienen en las elecciones presidenciales de mexico para que a este pais tricolor le vaya muy pero muy mal que obligue a usa primero a cerrar sus fronteras y segundo a cortar todas las relaciones con mexico aqui ayuda mucho la aptitud de trump y de lopez obrador todo para en un hipotetico caso de entrar en guerra usa deje de ser el pais mas poderoso del mundo economicamente esto gracias a la desestabilizacion de mexico con lopez obrador ademas de que en un pais inestable habra miles de migrantes lo que facilitaria la cosa para que puedan ingresar al pais espias rusos
falsa,política,el ruinaversal,lorenzo cordova causa indignacion al hablarletl asitl a rigoberta menchu en su presentacion como observadora electoral,lorenzo cordova causa indignacion al hablarletl asitl a rigoberta menchu en su presentacion como observadora electoral mexico gran sorpresa causo la economista andrea legarreta al invitar a dona mary la senora que se hizo famosa por no querer venderle todas sus empanadas de jalon a un cliente a debatir sobre economia y estrategias de venta en el programa hoy que conduce andrea senala que vio el video de la marchanta y confiesa que sintio gran curiosidad de conocerla ya que la senora implemento estrategias mercadologicas muy efectivas pero a la vez realizo varios fallos estrategicos que puede solucionar para hacer crecer su negocio como economista puedo decirte que el video me parecio muy interesante porque muestra de una manera muy coloquial las estrategias que utilizan muchas empresas internacionales la gente comun y corriente tal vez vio el incidente como algo chusco la realidad es que dona mary mostro una leccion de lo que es ser un excelente vendedor aunque suene increible los ceos de las grandes marcas y empresas emplean tecnicas muy similares a las que uso la marchanta a la hora de rechazar a su cliente confeso legarreta senala que el programa ya fue grabado y saldra al aire la proxima semana mi fuerte es la economia pero tambien soy experta en otros temas como la mercadotecnia y las ventas dona mary me impresiono con su sabiduria tiene una idea muy clara de los negocios puedo decirte que basandome en su video implementa buenas estrategias pero falla en ciertas cosas la principal es no arriesgarse a defraudar por un dia a su publico cautivo esta comprobado que los consumidores fieles pueden soportar hasta number fallos de una empresa despues de ese tiempo es cuando deciden irse a la competencia la senora pudo haberse arriesgado a vender todas sus empanadas de jalon sin perder a sus consumidores usuales o tener otro tipo de consecuencias dijo la conductora senala que no quiere menospreciar a la senora pero en el debate tuvo que utilizar un lenguaje mas coloquial para poder comunicarse no es por menospreciarla ni mucho menos pero los economistas usamos terminos especificos que muy poca gente entiende espero que lo que le dije en el debate le ayude y gracias a mis conejos pronto veamos una cadena comercial de empanadas dona mary que ofrezca la opcion de vender comida al mayoreo por toda la republica mexicana puntualizo
verdadera,política,excelsior,lo peor en siria esta por llegar alerta onu,lo peor en siria esta por llegar alerta onu la oficina de la onu para la coordinacion de asuntos humanitarios teme que la reciente ofensiva del regimen sirio en la provincia de idlib derive en un agravamiento sin precedentes de la guerra ginebra es probable que lo peor de la crisis en siria no ha ocurrido todavia declaro el lunes el principal funcionario de la agencia humanitaria de la onu para siria expresando su preocupacion ante los recientes ataques aereos en la provincia de idlib es probable que no hayamos visto lo peor de la crisis de siria incluso tras siete anos de guerra dijo panos moumtzis de la oficina de naciones unidas para la coordinacion de asuntos humanitarios manifesto que el recrudecimiento militar podria hacer que la situacion de idlib sea mas complicada y brutal que otras zonas conflictivas en siria en los ultimos anos decenas de miles de sirios han sido desplazados de otras partes de siria a idlib en las fronteras de turquia combatientes de la oposicion y sus familias han llegado de los suburbios orientales de damasco conocidos como guta oriental partes nortenas como la provincia homs asi como barrios surenos de la capital que recientemente fueron tomados por fuerzas gubernamentales y sus aliados moumtzis hizo los comentarios tres dias despues de un ataque aereo en la aldea noroccidental de zardana que dejo a mas de number personas muertas en uno de los ataques mas mortales en la provincia idlib este ano el representante de la onu dijo que number mil personas fueron desplazadas en siria entre enero y abril el mayor numero en un periodo de cuatro meses desde que empezo la guerra con ese aumento con esta deterioracion unas dos y medio millones de personas podrian ser desplazadas hacia la frontera con turquia si esto continua dijo
falsa,política,retroceso,amlo ofrece secretaria de hacienda a jose antonio meade periodo number number,amlo ofrece secretaria de hacienda a jose antonio meade periodo number number retroceso por su gran experiencia y su compromiso con mexico por muchos anos por eso le ofrezco a jose antonio meade que sea nuestro secretario de hacienda asi lo senalo el dia de hoy andres manuel lopez obrador amlo dijo que no es necesario que meade decline a su favor que el respetara la competencia sana y que al termino de la eleccion si los resultados no le benefician a meade con risa sarcastica esto debido a que sabe que el va en tercer lugar y no tiene posibilidades de ganar le envio un gran gesto de reconocimiento a su trayectoria ofreciendole una posicion para trabajar por mexico rumbo a la nueva etapa que segun andres dara inicio luego despues del number de julio
falsa,política,argumento politico,encuentran miles de credenciales de elector en la casa de representante priista,encuentran miles de credenciales de elector en la casa de representante priista en rede sociales y como ya es costumbre dia con dia circulan diversas denuncias en contra del partido revolucionario institucional pri sin embargo en una de las denuncias hechas por soy politico y me mantiene el pueblo esta causando mayor indignacion y controversia de miles de usuarios en la redaccion mencionan que antorcha campesina soteapan fue descubierto que esta comprando miles de credenciales de elector a favor de su candidato del pri cenovio ramirez garcia hoy fue encontrado una casa que en su interior con tenia miles de credenciales de elector de habitantes de las comunidades de san fernando ocotal grande y chico la estribera las palomas morelos la magdalena el tulin buena vista benito juarez ocozotepec mirador saltillo san pedrito y amamaloya testimonios de los habitantes de dichas comunidades afirman que fueron enganados por antorcha campesina para unos supuestos proyectos productivos y otros declaran que estan comprando las credencias para retenerlos y que la gente no pueda emitir su voto hasta el momento la fepade de no se ha pronunciado ante dichas denuncias
verdadera,política,el pais,el abogado de el chapo pide que se retrase cuatro meses el juicio,el abogado de el chapo pide que se retrase cuatro meses el juicio el proceso esta previsto que comience el proximo number de abril pero la defensa argumenta que no cuenta con recursos suficientes eduardo balarezo el nuevo abogado que representa a joaquin el chapo guzman en el proceso penal en estados unidos acaba de entregar una peticion al juez brian cogan en la que le pide un retraso de cuatro meses en el inicio del juicio en la corte federal de brooklyn el representante legal del capo mexicano dice que no dispone ni de los fondos ni del tiempo suficiente para preparar la defensa de su cliente cogan confirmo tras la vista preparatoria celebrada hace casi dos meses que el juicio estaba previsto que arrancara el number de abril por lo que si acepta la peticion de balarezo podria retrasarse hasta la segunda mitad de agosto o comienzos de septiembre el abogado dijo entonces que queria que empezara cuanto antes aunque senalo que necesitaria tiempo para poder examinar las pruebas de la fiscalia la acusacion produjo cerca de number paginas de documentos se trata en su mayoria de pruebas que no implican directamente a guzman de acuerdo con balarezo las declaraciones de informantes y colaboradores se entregaran a la defensa dos dias antes del juicio para que las trabaje e investigue antes de que guzman se siente en el banquillo frente al jurado para justificar su solicitud de aplazamiento el abogado cita ahora que las condiciones de aislamiento total impiden al recluso comunicar a los miembros de su familia sobre como deben proceder con el pago de los honorarios la defensa no cuenta con fondos suficientes en este momento para estar preparada de una manera adecuada para un juicio que esta a menos de cuatro meses afirma el letrado la peticion entregada el number de diciembre cita ademas que su cliente solo puede ver las evidencias que se utilizaran en el proceso a traves de un ordenador o de un hueco en la pared a traves del que sus abogados pueden entregarles los documentos balarezo considera que este sistema no es factible porque guzman no sabe utilizar el ordenador y eso imposibilita practicamente la revision de las pruebas el juez cogan se nego hasta ahora a autorizar visitas en las que pueda haber un contacto directo entre el acusado y su equipo de abogados alegando cuestiones de seguridad guzman solo puede reunirse con balarezo en una habitacion especial que esta dividida por un muro y la comunicacion se realiza a traves de una ventana blindada si permitio que fuera visitado por sus dos hijas gemelas joaquin guzman fue extraditado a ee uu a final del pasado enero la noche antes de que barack obama cediera la presidencia a donald trump desde entonces no se le permite hablar con otras personas que no sean sus abogados y solo puede abandonar la celda una hora al dia para hacer ejercicio el acusado se resiste a un retraso en el inicio del juicio porque no aguanta mas estas condiciones la proxima vista preparatoria esta prevista para el number de enero coincidiendo con el aniversario de la extradicion el juez ya autorizo que el acusado fuera sometido a una evaluacion psicologica para determinar si estaba en condiciones de defenderse en el juicio balarezo dijo ante el juez que guzman tiene alucinaciones sufre dolores de cabeza y le cuesta recordar nombres y fechas
falsa,política,texto noticias,el chapo pena nieto me pidio matar a amlo como me negue me torturaron y extraditaron,el chapo pena nieto me pidio matar a amlo como me negue me torturaron y extraditaron el chapo guzman despues de declararse de nuevo inocente en la corte en nueva york menciono a sus abogados que ya era el momento de soltar la sopa puesto que el poder del gobierno mexicano era menor en el lugar que estaba y se tenian que saber muchas cosas sobre la corrupcion de la justicia en mexico despues de la charla con abogados de la corte de nueva york menciono que despues de su recaptura el secretario de gobernacion osorio chong a nombre del presidente de mexico enrique pena nieto le habria mandado a deshacerse de una vez por todas de lopez obrador quien actualmente va puntero en las encuestas menciono que le pidio obligara a un sicario a matar a lopez obrador a quema ropa para despues hacer parecer al asesino simpatizante de amlo y mal de sus facultades mentales el chapo guzman dijo lo siguiente despues de la peticion lo pense unos number dias y despues me negue lopez obrador solo habia intentado el bien para los demas no se la debia a nadie si lo hacia el futuro de mexico seguiria estando en manos de estos gobiernos corruptos dejaria a mexico sin esperanza osorio chong hizo de nuevo otra llamada reducirian mi sentencia me dejarian en el pais y me negue de nuevo ahora en tono mas amenazante me decia ya no estas en posicion en lo que te quedas aqui va a ser de tu vida un infierno en lo que te mandamos a extradicion y asi fue despues de negarme me tenia casi sin poder dormir sin agua me despertaban a cada hora y siempre me tenian todas las luces encendidas fue un infierno pero al menos ya no quedara en mi consciencia la muerte de un inocente que representaria mas desgracias para los mexicanos despues menciono solo quiero que sepan que clases de gobierno existen en mexico y de lo que son capaces para satisfacer sus mas profundos intereses
falsa,política,el ruinaversal,aparece publicidad de campana de ricardo anaya en la ciudad de atlanta estados unidos,aparece publicidad de campana de ricardo anaya en la ciudad de atlanta estados unidos georgia gran sorpresa causo un reconocido noticiero de television al mostrar unas fotografias de la ciudad de atlanta ubicada en el estado de georgia estados unidos en donde se aprecia publicidad de la campana de ricardo anaya para obtener la presidencia de mexico este number segun los periodistas la publicidad se muestra en la zona de peachtree street and andrew young international blvd una de las mas exclusivas de la ciudad ademas de que tambien se aprecia en diversos parques y varios puntos fue un contacto que vive en dicha ciudad quien nos alerto sobre la publicidad de campana del candidato por la coalicion frente por mexico inmediatamente viajamos para recabar pruebas y nos sorprendio que efectivamente hay promocionales de anaya varios puntos de la ciudad y ademas hay imagenes de su campana en puntos estrategicos como espectaculares bancas y hasta autobuses con frases en ingles y espanol es un secreto a voces que la residencia oficial de ricardo esta en atlanta y de hecho es un personaje muy reconocido de la ciudad por su estilo de vida lujoso y porque se codea con la crema y nata de la region pero no entendemos la finalidad de promocionar su campana en estados unidos si planea obtener la presidencia de mexico relato el investigador senala que contacto al candidato para preguntarle por la informacion sin embargo ricardo fue tajante y senalo que no polemizara con los medios por lo que no dio declaraciones sin embargo quien si quiso hablar fue su ruben aguilar que brevemente explico la situacion anaya es una persona que siempre ha velado por los indocumentados su intencion es ganarse el voto de lo millones de mexicanos que se fueron a vivir a estados unidos en busca de una vida mejor muchos migrantes regresaran a mexico antes de las elecciones y otros podran votar desde estados unidos ricardo quiere lo mejor para ellos y por eso inicio la campana en atlanta para convencerlos de que voten por el de hecho es el unico presidenciable que se ha pensado en ellos y con esto demuestra que ayudara a todos los mexicanos incluso a los que ya no radican en nuestro pais y se fueron de mojados puntualizo
verdadera,política,el economista,con poca interaccion amlo lidera en redes sociales,con poca interaccion amlo lidera en redes sociales es el candidato presidencial con mas seguidores su exito se debe en gran medida a que ha matizado sus mensajes y a que ha sabido utilizar a su favor acusaciones como el tema del supuesto apoyo de rusia a su campana el candidato de la coalicion juntos haremos historia andres manuel lopez obrador no solo es el aspirante presidencial con mas seguidores en las redes sociales tambien es el mas activo y el mas conocido sin embargo carece de una estrategia digital definida pues no tiene suficiente interaccion con los internautas y es poco tolerante a la critica plantean expertos en redes sociales para el coordinador del observatorio de medios digitales de la universidad panamericana jose luis lopez aguirre lopez obrador no ha utilizado las redes sociales para posicionarse pues al ser un politico que lleva anos en el escenario publico no lo necesita pero para lo que si las ocupa es para generar una imagen positiva y persuadir a los internautas de que es la mejor opcion esta usando las redes sociales para transmitir a sus seguidores que es el candidato que tiene mas experiencia que tiene el mejor equipo que varias de sus propuestas van dirigidas al sector social a tratar de convencer a un sector de la poblacion de que el es la mejor opcion interactua pero es selectivo por su parte el estratega digital de la universidad la salle miguel jarquin aseguro que lopez obrador ha madurado mucho en el manejo de sus redes sociales y parece que hoy tiene claro que el exito de estas recae en gran medida en entender que esos espacios se tratan de relaciones entre personas asi que es necesario tener interaccion con los seguidores el gran brinco que dio la web number a la web number fue la integracion de las redes sociales como medio de comunicacion mas alla de la informacion tu emites una idea y alguien se puede contraponer y hay oportunidad de hacer intercambio de comentarios en ese sentido manifesto que el exjefe de gobierno matizo su discurso radical se volvio un tanto mas institucional por lo que hoy se puede ver a un hombre mas objetivo en la emision de mensajes en sus campanas anteriores andres manuel contestaba a quien fuera y como fuera y era muy visceral asevero que lopez obrador si bien interactua solo lo hace cuando encuentra apoyo al mensaje que el emite o cuando tiene un comentario sobre una persona influyente que esta en contra de el andres manuel es super selectivo tiene un manejo estrategico de a quien contestar y en que momento para ello toma como parametros tres puntos la coyuntura la influencia del personaje al que le va a contestar y la certeza de que la respuesta no resultara contraproducente esa misma selectividad agrego se ve reflejada en el hecho de que lopez obrador solo sigue a number personas en twitter miguel jarquin senalo que parte del exito que ha tenido lopez obrador en redes sociales deriva de que ha sabido utilizar a su favor acusaciones que le han realizado sus adversarios politicos como el tema del supuesto apoyo de rusia a su campana asi como mantenerse al margen de los ataques que ha recibido y no responder de manera violenta lopez obrador ha entendido que la naturaleza de la red social es que cuando te atacan entiendes lo que te dicen y a partir de ello generas comunicacion asertiva y no visceral andres manuel lo ha hecho y ha aprovechado un poco de manera burlona la vinculacion con rusos con venezuela desaciertos del puntero de las encuestas jose luis lopez aguirre destaco que el principal desacierto de la estrategia en redes de lopez obrador es que es poco tolerante a la critica le hace falta dialogar y atender cuando se le critica porque son criticas de grupos ciudadanos interesantes como intelectuales activistas debe aprender a escuchar mas estas criticas que le pueden mejorar la interaccion asimismo expuso hasta ahora no ha utilizado correctamente las redes sociales para difundir propuestas lo cual es importante sobre todo si se considera que number de la informacion buscada por los internautas son propuestas de campana de acuerdo con el estudio sobre los habitos de los usuarios de internet en mexico number le esta faltando no solo decir que van a hacer sino como lo van a hacer ofrecer si bien no en un tuit pero si enlaces a paginas donde los usuarios puedan profundizar como van a resolver los grandes problemas del pais no estan aprovechando esta capacidad de profundidad que ofrece la red para acompanar sus juicios con estrategias con evidencias
falsa,política,el ruinaversal,carmen salinas contendera por la gubernatura del edomex para despues lanzarse a la presidencia,carmen salinas contendera por la gubernatura del edomex para despues lanzarse a la presidencia mexico la actriz y diputada carmen salinas organizo una conferencia de prensa para informar que contendera por la gubernatura del estado de mexico para el ano number cobijada por el partido social democrata psd el mismo con el que su ahijado cuauhtemoc blanco logro obtener la alcaldia de cuernavaca y ahora contendera por la gubernatura de morelos salinas menciono que no considera que con el hecho de aliarse al psd este traicionando al pri institucion que le dio su oportunidad de ingresar a la politica al nombrarla una de sus diputadas no siento que este traicionando al pri bombos al contrario si gano voy a crear una alianza con ellos para que me echen la mano para gobernar porque la neta aun estoy bien verde para esto de la politica mi ahijadito el cuauh tambien casi no sabia nada cuando entro pero ha ido aprendiendo y ha hecho un excelente trabajo porque es un politico diferente no sabra nada de bisnes sic ni de negocios pero es una persona honrada y eso se ha demostrado en su administracion yo tambien voy a ser asi de honesta bombos nada de que me voy a dejar compra yo con mi obra aventurera gano muy bien y no tengo necesidad de andar agarrando sobornos comento riendo carmelita menciono que espera ganar la gubernatura para si dios le da vida lanzarse a la grande en el number a mi me hubiera gustado lanzarme a la presidencia de la republica para este number pero hay que ir paso a pasito ya fui diputada si dios quiere gobernadora y luego ya me lanzare a la grande bombos afortunadamente mi nino pena logro que la gente se interesara en figuras del espectaculo para darles su voto van a ver que poco a poco iremos ingresando a la politica mas famosos chidos y honrados como yo que no necesito robarme dinero del pueblo porque en televisa soy de las pocas que aun les pagan muy bien y luego hasta hago mis peliculas en hollywood puntualizo
falsa,entretenimiento,el dizque,xvideos compra los derechos de retransmision del number number de chile sobre mexico,xvideos compra los derechos de retransmision del number number de chile sobre mexico la seleccion mexicana de futbol fue eliminada de la copa america tras una dolorosa derrota ante chile por un marcador de number number algo que era totalmente impensable aunque de alguna manera valida la informacion que habiamos dado a conocer con anterioridad los rostros de tristeza de los aficionados mexicanos contrastaban con las expresiones de jubilo de gozo de extasis que mostraban los aficionados chilenos nunca como ayer el chile se le regreso con tanto impetu a la nacion alburera por excelencia en medio de la algarabia orgasmica de los hinchas chilenos sucedio lo impensable pues un conocido sitio de videos decidio adquirir los derechos de retransmision y no es netflix compramos los derechos a eso de la media noche y en este momento ya hay mas de number millones de reproducciones nos conto dick longshot representante del sitio xvideos literalmente es una de las mejores cog con que contamos en nuestra web se ve que lo disfrutaron porque ni las manos metieron para defenderse y sobre todo se ve que se quedaron con ganas de mas ahi radica el exito de este nuevo material de acuerdo a longshot el sitio analiza la posibilidad de transmitir el proximo partido de mexico en vivo si buscan el video el no se hace responsable de traumas posteriores
falsa,entretenimiento,el ruinaversal,defiende carmen salinas a la mars yo solo acabe la primaria y vean hasta donde llegue,defiende carmen salinas a la mars yo solo acabe la primaria y vean hasta donde llegue mexico en entrevista para hablar sobre la obra aventurera en donde participa la diputada por parte del pri carmen salinas aprovecho para externar su opinion respecto al tema de la joven mars aguirre quien ha sido fuertemente criticada luego de que subiera un video donde revela que se salio de la prepa porque no esta dispuesta a ser un borrego mas del monton carmelita senalo que apoya incondicionalmente a mars ya que ella paso por algo similar pues solo termino la primaria y ahora hasta es diputada yo vengo de una familia de bajos recursos eramos mas de number hermanos y mis papas se la veian duro para darnos educacion a todos cuando termine la primaria me dijeron que podian apoyarme para seguir en la secundaria pero yo no quise primero porque vi como batallaban y segundo porque la neta me gustaba mas esto de la artisteada yo estaba mas chiquita que la marciana la marte o la nina esa que esta de moda que quien sabe como se llama porque tiene un nombre bien chistoso y decidi dejar la escuela para perseguir mis suenos bombos yo no queria estudiar matematicas ni eso queria salir en las peliculas y en las obras de teatro me imaginaba con mis lentejuelas y mis vestidos asi todos brillosos cantando en un escenario asi que me dije a mi misma hay bomba porque mejor no empiezas a luchar por lo que quieres desde ahorita gracias a que luche por mis suenos como esta nina aguirre triunfe no solo en la politica sino tambien en lo que me gustaba porque soy una de las actrices mas representativas del cine nacional y hasta en peliculas de hollywood junto denzel washington y otros grandes actores he participado relato la corcholata menciona que la gente critica en base a como le va en la vida a los que le fue de la fregada la critican diciendo que la vida no es facil y le ira igual a ellos lo peor es que la mayoria que la juzga son godinez que odian su vida pero como ya un salario fijo y prestaciones quieren que esta nina se meta a estudiar y sea igual de infelices que ellos yo nomas termine la primaria y soy actriz productora y ahora diputada me gano mi buena lanita aunque eso si me levanto tempranito chambear duro en lo que me gusta si mi nina mars quiere triunfar que le eche ganas y madrugue para trabajar porque los chavos de ahora son bien huevones y solo quieren estar todo el dia pegados al celular sin hacer nada dijo salinas senalo que incluso esta dispuesta a darle trabajo a la joven ahorita que niurka dejo botada la aventurera igual esta nina podria ser la nueva protagonista todas las que ha estelarizado la obra tienen mas de number anos pero la trama cuenta la historia de una nina de number anos que es robada para trabajar como vedette osea que si la mars acepta seria la primera actriz que realmente tiene la edad real del personaje de aventurera bombos estaria bien chido que aceptara si no por lo menos que tenga un papel secundario para que vaya ahorrando para alcanzar sus suenos puntualizo
verdadera,entretenimiento,radio formula,adal ramones no protagonizara gutierritos con javier poza,adal ramones no protagonizara gutierritos con javier poza el actor adal ramones ya no sera el protagonista de la telenovela que prepara el productor emilio larrosa para televisa gutierritos proyecto del que ya se habia hecho un piloto con las actuaciones estelares de ramones y ludwika paleta el actor adal ramones ya no sera el protagonista de la telenovela que prepara el productor emilio larrosa para televisa gutierritos proyecto del que ya se habia hecho un piloto con las actuaciones estelares de ramones y ludwika paleta de acuerdo con javier poza en formula gente del equipo del senor larrosa confirmaron que el proyecto siguiente del productor sera gutierritos sin embargo hasta el momento se desconoce si conservara este nombre o se le pondra una historia de amor inolvidable o una historia inolvidable constara de number capitulos y tendra como protagonistas a itati cantoral se sabe que el piloto grabado con adal ramones y ludwika paleta fue mostrado en un analisis de mercado y al actor no le fue muy bien por ello no se queda con el protagonico
